1,07/01/2018,D,JhXVJBHzIaeNVHevCJsnZOLIbbnLk3keeG99GIZBmd53mEvUagD94Mhfi9RGQ8wYIP1J5Hs,0,92,Plenum
2,02/01/2020,C,3B5jj6YG7b7NMyNW7fBumfcLZqtVvKv6YNHcKeZwUf3D1AChRk02IDMMyhc6BcMSpY0DzsS,1,6,Sports
3,04/01/2020,A,v2p672RH5fSWC9ElYIPz4lDYS0guVuETxHMgGYgvk6acomCidfF5uCiNO9iAh1yDTVxKs8k,1,98,Sports
4,27/10/2020,D,kXgFjAoVGDaUy7GF3BE1TCAHMjaBRbYGfsKzcMclRKQt3xFzSDgJmqNYFKAxfJAXLiq8VJc,1,53,Sanitation
5,08/08/2020,C,9cTh00g4mnXXDse4IQjLmB5n9ZE3wAqpeNlUyvt13OX0YeX1fPudb8YQ8AJHVvpW2xHXyKa,1,86,Tourism
6,28/12/2017,F,QyzwjBBdPk9hHSCYCw5wJF4EssoKw3TUfPXps0Gy3xWwUsNc26wbQioyECC6sZlek3xNhtV,1,78,Welfare
7,03/01/2022,B,GvoQCGhwADV664J1A3CqPJZbdxGlfI9NI1wUeJZg4nPEzQmH6K83Zo9ChUYY2krY1qCJmQx,1,31,Welfare
8,01/09/2017,G,nTrFbhrfHRFHUOROOinV3U435IU2zowaX1POtih8F95TuxXYFNIXhfN6NFzKOeYOg7MA8Sr,1,42,Welfare
9,07/02/2019,E,3pfx9tqSikyVJVXInJM5YSOuAQ3wAXFjEFjwQhaMrqv992HyJFSTPj55rqLVX1zxVdluC6v,1,14,Plenum
10,23/10/2020,C,0u9UWJf0Pkmtd07UW65EmesjBIE6SyctzMVnbeLziTN7BmNiLtfmDDBY2I7NX6CqJdEuCgr,0,90,Plenum
11,24/07/2021,A,dFwXXcQs7xC9IYCw1W0uXC3kRGlVWimF9xhtmsqXKabP17XHOwibAoQpWFnwURCRyPTIUSy,0,11,Health
12,26/08/2017,F,hXjB88cTCzVlN6MbImnQ3wn3RwKGWHp5ZdrLep9Vs4t9n8mqawdkzh8rjsE09K6ZHy11W6B,1,8,Sanitation
13,13/08/2020,G,w8BWkDCkANzOAMJgJ5AtDtHo1L0R4XLCbnVGso1ZWnsndul0fKmp2T9uZBe6scAisRaNFBG,1,14,Tourism
14,02/03/2018,A,UJvnz1YzEoYMq3Gsj5sTnzrcfbQP8rgaEmMdHQWxp51UmKI86vVlTaTsA2qRENNtgzK0mFa,0,40,Tourism
15,16/07/2021,C,oPrMH6vhR1YNH6IRwCahUlavTI0XJjD99siFNGpDFCbxT4140K1ib3YCoc4FsVEt4Y5Mn1v,0,75,Welfare
16,05/11/2017,F,lyae25a9WEsPGjxzO9d6hz4lg7hhsNcyenwUCX1oYHJ0Zkm6wMGWqcZ78jmR6oQcjJUV6SS,0,80,Education
17,28/03/2022,D,8VzNWwxni6vEEM2XiWaVLKFoab3qc8n15j93cX89HrAHvWYPS9e79jg9I1jDS0Sz4Q7e0uQ,1,11,Finance
18,27/12/2019,F,8QnETjc7AwOCmmFqaGA5ohxAfK52DuMJwNWK2dORWPdHXcAixtFkjzFM5DXmaLEjFd6iLya,1,89,Audit
19,18/09/2019,E,iPDBofYrt8zrFGW2s1tuG0kE4fA7ODi4aJGgBCRZflEj3JOUvGzihj5XcEapOE3zHLHPBAZ,0,49,Tourism
20,03/05/2021,A,8GE1B9OsoSrEctc5UHnYgCCK9RO8hYcaEXp5MyNw7geZEmj8gQWgbKoMvS7I0oAdw3LYk6k,1,47,Education
21,08/11/2021,E,fzQekwzciXgaoqTZf8IfmK7QDkHxtsHK4JSSmbVy8xkXkty2p9c3xpI347NUM6LI3BOjWUi,1,33,Health
22,14/07/2020,C,TdL2jPnFYleWAO12uOYbB76w21w7y1J9MoOJm9fjez6jaBzgDwhvqLVOAZne9yajlIfEB1z,0,80,Plenum
23,20/07/2021,E,hEAuOAvmWuRXQkCnNv88kpTo8dPBqeWznRodoYBlmo0HzBBUmlC8RgNKH3k6mEoJ4uFr9Ug,0,86,Sanitation
24,09/10/2019,B,W4iQHp36tGFw63SdzuRakugkClJ0VXN8227C95nGdBVXCiMJrlLjc3FHgXeemNcSw2dkOdw,0,80,Community
25,15/04/2019,F,GqsSURUEXX3UTFkR6MeopfQI2B7SFt1FtGk5oxZtfbsC9krLlNFBLh759icPEZAKhx9vJhB,1,3,Audit
26,10/11/2021,C,dlBeUPliLTE59OmoYXYOQfU9HM4ADJsAbca9WpiuOogFMOAn9ydN8l2XjQFyXyUjSuf8AYA,0,6,Finance
27,27/09/2021,B,WGDpFycrVczgGcwPW8dD8axvi05EfVDanV1Yn6gghb1tWAauuNBThuJzPyryBXYQc5AKhB9,0,2,Finance
28,30/06/2020,C,Ajkq7f0Zp8W9WYx6Sxq1EEjq7anJJWTOPFZl00oIypwjXkGfSzggu7Vii8i0DjzTwjCRi0j,0,66,Community
29,08/09/2017,B,jxYZ9pOItwKtVmcU7ikoF1AvxTCI7IQ5VlFgX7tsgW614U6GxgVcC4TSEQoAo1lG6LrhcbE,0,46,Community
30,09/07/2020,C,oSkLA10UeUsuvBpduSxqMMaNOWew5U0gUSTT4Tc8hhCSDeNSUhqBu5P6MRHVms3sDDXpCQm,0,62,Tourism
31,11/03/2019,A,l4rw4HOLNQbDFVbByDHmFS5hvwFlCPXmHzUQYGmLw4DJckTwcsEusa46IidP5kMGTGkzdR4,0,9,Education
32,13/04/2021,C,zP0InoEkzxDbto7MX2lidjanySvM00rMJ1Ov0zgf4iQ68vfglNH8VltToHKi1s6WsPTXmuk,0,4,Welfare
33,20/06/2021,C,3c3eJJyi031XjFQsnUoEU6b9PC5HokhKWCjVjQin4merAvkbidJdUs2n9KMnQOBThJzlqy5,0,32,Welfare
34,09/04/2018,E,2a1t8wMrdhGBJtvKNWtRRUMp5ghetwa9r0SleJVLnE4IE3ZCu9sOgyNRRkTWowZU0Vh7Yos,0,22,Education
35,14/05/2021,E,iEuuVjO58qbEquab6Ru3yPCwUHI8NfWLXB0ovco52Kd9nsXGgAWFM252VryheilflykYd00,0,6,Tourism
36,11/05/2019,D,NsO8mYZi4Y0LknixRlE5RfJu8fukAXnIytRFYHYbx3edYqWwRtAKTXGYGgvqzKZUACuzCfu,0,100,Tourism
37,29/12/2018,G,JiO1CGEno0mGeYPGhG119L0QMRlAfMNvdIlwmEsFJwTmmnf2HqKXceNhCf8SJ1acYOT9XEU,1,59,Plenum
38,15/11/2019,F,ofjO3ajPk27uIeftE4Mals8pbegAjXASSt5KKx352CqIZSWRdt7YmZC5vfHfNaiYEVVdTjX,1,32,Education
39,09/08/2018,G,yNmahocyMwur2DGThcMlN0MqD7qipxoXGOLtzaUxqMS9sKv3DVRDq8kJqcktkNEAdH6Ur34,0,62,Education
40,17/11/2019,D,AW5R3h2VMoQBhIVngUmu1rpGei5CJLyldZFPQW39uB7ZciP1iB3iWJ4l1MXUOdTd5RH4Gcu,1,37,Community
41,06/03/2021,G,ruvVDHOeLukk74rD9JXvW0z95QlXCiEmeGDU43MsJm9rBFG3Zc9VW7CCpd9Et4fSML2Psg8,1,79,Community
