0,2021-07-27,G,zeMXH1cdrS1dBMRCQICIQBzFTt8k8BX4hSZtX,0,105046910,Health
1,2020-12-04,A,Yrm8R11K0AhjiLt3oH9KvfXpdjHrxaHQH,1,807349806,Health
2,2021-07-06,F,Yf6rD8DfHFZFhs4E2fkld1tEX5O8FOOm9Hn,0,722533169,Tourism
3,2019-01-29,E,QdA9sij73vfFVqvWrRwGhLbUYdJlPAUtb8u,0,603331299,Education
4,2021-06-30,E,2yNrEj8oojfnABf4VrisHNk1D29PeNjbiRq,1,913725684,Welfare
5,2018-10-22,C,UCFezMKR9OD1jI8cKwPjT7eIOEUVfPhAUUa,0,827639062,Plenum
6,2019-10-09,B,FORG5OArMROrE1Sncxcm5IAhBdsPnfawwVf,0,435003757,Health
7,2018-07-24,G,FCmrzB0kJSzeLgZVemyOF8of2RGjBgue2oG,0,386238654,Health
8,2021-03-20,C,MPtPg6FyJ7Z6Aahp6WRSN0stMoJL5Z4KVqH,0,132406775,Education
9,2022-02-04,E,5k7p2XawJubuNlASUoP6yRN0vtMkIx2iAyG,1,723021493,Community
10,2020-02-20,G,YBeZLrmUXXxIHLhAGj7PoHVOwcRycBzmax,0,108424205,Sanitation
11,2020-01-21,D,0rCKxurWLseOBcVAAi95Akj5Wlc5sMJpvH4,1,148638311,Sports
12,2022-01-05,C,yD154OUGuMDLGoF7epsVQGwjGM8JoUPVC6k,0,501945307,Welfare
13,2018-10-05,G,EHldT30yfAyz0mfRdpiDtcuAy3lyXTsQ646,0,473555232,Community
14,2018-05-12,C,OLe4Epok97ekgGKW8khYD0TimuTlt91ttQW,1,217733123,Audit
15,2021-08-18,F,I5Iip1nlbRBdLX5OQdNQDtLQkFX79L3YXG9,0,441297157,Finance
16,2020-10-27,G,HHHBDaliSu3XvEsz6TxpD8NADAWLXTlJVET,0,211489815,Health
17,2021-01-07,E,OCEGE2v2YOeIGYDKBd9GTp4nSjuzd6aMFM0,1,245291548,Health
18,2020-12-10,C,cDJup5abQoiUiMOSZaQWrk1F1BDCOWh84oE,1,283882275,Health
19,2020-08-31,A,y9PkeI83CcvoBdGM8B23w1relL42C7WMXgW,0,955833901,Finance
20,2022-02-18,F,WXDST6Gfw10oxJ5Gya7LtZaHMPTMkSz5kOV,0,379089309,Tourism
21,2020-08-29,D,yaAP67Tmv9USMJi3RRFXacf0uSgMjjGX0TF,1,741999661,Audit
22,2019-08-05,C,qmpvTWzhwgXVXiQvOzIJ6hHJVx68MqJJ0NU,0,142988092,Finance
23,2017-09-13,B,XnYyT8a5tg25P8sjO1lmzR9iOAohlDs8dVE,1,405426750,Finance
24,2018-12-04,A,VkltYKwt1VBOPChuqXacjbncO9GC7UthSoE,0,661219227,Sports
25,2018-11-07,A,vOwz4ohatqs9hR21LgZWq4Zyrjq6e3MkX8u,0,431119425,Community
26,2018-08-25,D,WorakzlDxiOR3wJgXO5ER2xGhiWDthCGu29,0,670948988,Welfare
27,2020-07-30,G,zh9RRXnEmiXIEOG8cJhAilDawtx0tcYV3rQ,1,294727810,Sanitation
28,2019-08-24,G,4ENBANzZDOh0R6hFxdYyPRdiDiQM73ajXr0,0,822994291,Welfare
