0,27/07/2021,G,zeMXH1cdrS1dBMRCQICIQBzFTt8k8BGK9FUB8Figopi1CTM4PRCH2Rwooc2IdMeKX4hSZtX,0,473208671,Health
1,04/12/2020,A,Yrm8R11KRaMb4Nn0OFT1wwDOHvEwWA9RKwVBWq33MWNx0AhjiLtSq3oH9KvfXpdjHrxaHQH,1,799202763,Health
2,06/07/2021,F,Yf6rD8DfHFNlCFs3XZpFkQtAoPxGmmja6Cq3b66ztPCj3VZFhs4E2fkld1tEX5O8FOOm9Hn,0,817663776,Tourism
3,29/01/2019,E,QdA9sij73vlAiiQymHgqPUwq96VSfWgZUBwD7N3CVy83i5fFVqvWrRwGhLbUYdJlPAUtb8u,0,623643238,Education
4,30/06/2021,E,2yNrEj8oojjW3DYWEdo115O6RuvOI2x4HSMD4K88ynUvtnfnABf4VrisHNk1D29PeNjbiRq,1,977362560,Welfare
5,22/10/2018,C,UCFezMKR9O0NJ9u26utYOkEE0iYXWlWtLlQUF5odF92Hx5D1jI8cKwPjT7eIOEUVfPhAUUa,0,610494000,Plenum
6,09/10/2019,B,FORG5OArMR37mx7GXUVEQNil65FrFoJO3knRIPwydZhvaxOrE1Sncxcm5IAhBdsPnfawwVf,0,439657520,Health
7,24/07/2018,G,FCmrzB0kJSSIMjfti18CqC2iur7krXKw9T5s8PAEKZFCGCzeLgZVemyOF8of2RGjBgue2oG,0,883129286,Health
8,20/03/2021,C,MPtPg6FyJ7UYCTOxsOXkLEYMRssRIy1HC7yoHtgZe5Hy5fZ6Aahp6WRSN0stMoJL5Z4KVqH,0,381679864,Education
9,04/02/2022,E,5k7p2XawJu6wFcRgSstdNgyXwzuRIGymrZQopYXoZZniuAbuNlASUoP6yRN0vtMkIx2iAyG,1,774429156,Community
10,20/02/2020,G,YBeZLrmUXR1MjwsYzrcbagp81wqTvj0DXGo8wP7etmwlPXxIHLhAGj7PoHVOwcDRycBzmax,0,619552499,Sanitation
11,21/01/2020,D,0rCKxurWLgGdlBVFxW01evZvzM0XKeBWY13gbJZE45L7JseOBcVAAi95Akj5Wlc5sMJpvH4,1,800544036,Sports
12,05/01/2022,C,yD154OUGuFJMNDNLDEhX1evu5ve1VEzhR4qkeq1wQ7g9oMDLGoF7epsVQGwjGM8JoUPVC6k,0,995796511,Welfare
13,05/10/2018,G,EHldT30yfWmY4mNadGaOBMxWcHst871oKEEM0c9LVjjzgAyz0mfRdpiDtcuAy3lyXTsQ646,0,216265582,Community
14,12/05/2018,C,OLe4Epok95OeVoo2UfDhYCMTlCg6BoictVawDztWGKIgW7ekgGKW8khYD0TimuTlt91ttQW,1,606885244,Audit
15,18/08/2021,F,I5Iip1nlb1pxa0oR1fkbARecTAPoDKihyQgZCEEXXpCivRBdLX5OQdNQDtLQkFX79L3YXG9,0,670596241,Finance
